annotation_id,persona_id,image_id,predicted_sentiment,caption_topic,just_topic
p87f2ccdc_img_1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A_baseline,87f2ccdc-13b3-49f4-b2fb-0f5e29bd37f1,1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A,Neutral,-1,10
p87f2ccdc_img_1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR_baseline,87f2ccdc-13b3-49f4-b2fb-0f5e29bd37f1,1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR,Negative,-1,82
p87f2ccdc_img_1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X_baseline,87f2ccdc-13b3-49f4-b2fb-0f5e29bd37f1,1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X,Negative,131,5
p87f2ccdc_img_13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ_baseline,87f2ccdc-13b3-49f4-b2fb-0f5e29bd37f1,13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ,Neutral,-1,-1
p87f2ccdc_img_16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8_baseline,87f2ccdc-13b3-49f4-b2fb-0f5e29bd37f1,16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,Negative,76,2
p87f2ccdc_img_1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A_baseline,87f2ccdc-13b3-49f4-b2fb-0f5e29bd37f1,1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A,SlightlyPositive,16,4
p87f2ccdc_img_1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX_baseline,87f2ccdc-13b3-49f4-b2fb-0f5e29bd37f1,1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX,SlightlyPositive,2,-1
p87f2ccdc_img_1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW_baseline,87f2ccdc-13b3-49f4-b2fb-0f5e29bd37f1,1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW,Positive,166,20
p87f2ccdc_img_1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ__baseline,87f2ccdc-13b3-49f4-b2fb-0f5e29bd37f1,1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ_,Negative,0,23
p87f2ccdc_img_1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ_baseline,87f2ccdc-13b3-49f4-b2fb-0f5e29bd37f1,1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ,Positive,120,65
p5fe829c3_img_1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK,Negative,31,82
p5fe829c3_img_1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,Positive,-1,6
p5fe829c3_img_1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm,SlightlyNegative,13,14
p5fe829c3_img_183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,SlightlyNegative,-1,33
p5fe829c3_img_1k1UuU5dx3CPZHW_4sfUxolXLMyWE3yyy_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,1k1UuU5dx3CPZHW_4sfUxolXLMyWE3yyy,Neutral,38,70
p5fe829c3_img_14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U,Negative,-1,78
p5fe829c3_img_1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,SlightlyNegative,202,-1
p5fe829c3_img_1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,Neutral,7,7
p5fe829c3_img_1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb,Negative,12,87
p5fe829c3_img_1jdOSY2GTxgFXHke0EClaQQxAXyzJMsRh_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,1jdOSY2GTxgFXHke0EClaQQxAXyzJMsRh,Neutral,46,3
p5fe829c3_img_1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56,Positive,-1,0
p5fe829c3_img_1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,Positive,-1,98
p5fe829c3_img_1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,Negative,-1,-1
p5fe829c3_img_1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda,Negative,77,15
p5fe829c3_img_13VAge1esbhXsqK9d8LznHQzWgjFA-qRY_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,13VAge1esbhXsqK9d8LznHQzWgjFA-qRY,SlightlyPositive,23,1
p5fe829c3_img_1o7J69bQhbz_B92JymZCrYVdNyn3j3boo_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,1o7J69bQhbz_B92JymZCrYVdNyn3j3boo,Positive,126,-1
p5fe829c3_img_1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,Positive,143,3
p5fe829c3_img_1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9,SlightlyNegative,-1,68
p5fe829c3_img_1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z,Negative,155,2
p5fe829c3_img_1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS,SlightlyNegative,98,11
p5fe829c3_img_1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj,Positive,4,-1
p5fe829c3_img_1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4,Positive,-1,-1
p5fe829c3_img_11DOuFmByYWPoQc2QyFxzxcb1da83nIqF_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,11DOuFmByYWPoQc2QyFxzxcb1da83nIqF,Negative,30,12
p5fe829c3_img_1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4,Positive,137,-1
p5fe829c3_img_135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO,Negative,154,82
p5fe829c3_img_160nowuoebdBnrXT3OgLQmAXD-qAJdkhn_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,Negative,96,13
p5fe829c3_img_1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF,Positive,-1,-1
p5fe829c3_img_1vGXqNBhcyUBZaGxJsY9zWmyEZvMzG1yc_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,1vGXqNBhcyUBZaGxJsY9zWmyEZvMzG1yc,Negative,69,-1
p5fe829c3_img_102tapSsNubXllWzP7asAW-qwMJApiWt6_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,102tapSsNubXllWzP7asAW-qwMJApiWt6,Negative,-1,-1
p5fe829c3_img_10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4,Positive,158,6
p5fe829c3_img_16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,Negative,-1,97
p5fe829c3_img_1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46,Negative,-1,22
p5fe829c3_img_1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,SlightlyNegative,107,30
p5fe829c3_img_1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,Positive,-1,45
p5fe829c3_img_1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP,SlightlyNegative,85,58
p5fe829c3_img_1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E,Negative,9,-1
p5fe829c3_img_103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG,Negative,-1,97
p5fe829c3_img_1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK__baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK_,Positive,34,8
p5fe829c3_img_1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN,Positive,-1,1
p5fe829c3_img_1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A,Neutral,205,10
p5fe829c3_img_1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR,Negative,8,40
p5fe829c3_img_1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X,Negative,97,5
p5fe829c3_img_13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ,Neutral,-1,80
p5fe829c3_img_16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,Negative,33,2
p5fe829c3_img_1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A,Neutral,16,4
p5fe829c3_img_1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX,Positive,2,74
p5fe829c3_img_1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW,Neutral,-1,20
p5fe829c3_img_1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ__baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ_,Negative,0,12
p5fe829c3_img_1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ_baseline,5fe829c3-8adb-4b97-a4ab-5e922ab3251a,1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ,Positive,144,0
p6e5b2f36_img_1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK,Negative,31,15
p6e5b2f36_img_1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,Positive,-1,6
p6e5b2f36_img_1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm,SlightlyNegative,-1,21
p6e5b2f36_img_183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,Neutral,-1,33
p6e5b2f36_img_1k1UuU5dx3CPZHW_4sfUxolXLMyWE3yyy_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,1k1UuU5dx3CPZHW_4sfUxolXLMyWE3yyy,Neutral,-1,53
p6e5b2f36_img_14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U,Negative,22,114
p6e5b2f36_img_1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,Negative,193,15
p6e5b2f36_img_1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,Neutral,200,7
p6e5b2f36_img_1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb,Negative,14,87
p6e5b2f36_img_1jdOSY2GTxgFXHke0EClaQQxAXyzJMsRh_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,1jdOSY2GTxgFXHke0EClaQQxAXyzJMsRh,Neutral,11,3
p6e5b2f36_img_1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56,Positive,25,-1
p6e5b2f36_img_1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,Positive,-1,60
p6e5b2f36_img_1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,Negative,44,13
p6e5b2f36_img_1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda,Negative,66,-1
p6e5b2f36_img_13VAge1esbhXsqK9d8LznHQzWgjFA-qRY_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,13VAge1esbhXsqK9d8LznHQzWgjFA-qRY,Positive,-1,1
p6e5b2f36_img_1o7J69bQhbz_B92JymZCrYVdNyn3j3boo_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,1o7J69bQhbz_B92JymZCrYVdNyn3j3boo,Positive,41,0
p6e5b2f36_img_1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,Positive,39,3
p6e5b2f36_img_1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9,Negative,51,46
p6e5b2f36_img_1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z,Negative,10,2
p6e5b2f36_img_1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS,Negative,149,11
p6e5b2f36_img_1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj,Positive,4,79
p6e5b2f36_img_1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4,Positive,86,26
p6e5b2f36_img_11DOuFmByYWPoQc2QyFxzxcb1da83nIqF_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,11DOuFmByYWPoQc2QyFxzxcb1da83nIqF,Negative,30,13
p6e5b2f36_img_1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4,Neutral,70,48
p6e5b2f36_img_135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO,Negative,73,82
p6e5b2f36_img_160nowuoebdBnrXT3OgLQmAXD-qAJdkhn_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,Negative,96,13
p6e5b2f36_img_1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF,Positive,117,0
p6e5b2f36_img_1iJTUQJrnL6JpSTFVieUrVMOwmk8CxOCQ_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,1iJTUQJrnL6JpSTFVieUrVMOwmk8CxOCQ,Positive,-1,37
p6e5b2f36_img_1vGXqNBhcyUBZaGxJsY9zWmyEZvMzG1yc_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,1vGXqNBhcyUBZaGxJsY9zWmyEZvMzG1yc,Negative,-1,28
p6e5b2f36_img_102tapSsNubXllWzP7asAW-qwMJApiWt6_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,102tapSsNubXllWzP7asAW-qwMJApiWt6,Negative,93,-1
p6e5b2f36_img_10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4,Positive,-1,6
p6e5b2f36_img_16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,Negative,182,12
p6e5b2f36_img_1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46,SlightlyNegative,49,36
p6e5b2f36_img_1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,SlightlyNegative,87,41
p6e5b2f36_img_1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,Positive,-1,45
p6e5b2f36_img_1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP,SlightlyNegative,62,58
p6e5b2f36_img_1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E,Negative,15,49
p6e5b2f36_img_103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG,Negative,136,103
p6e5b2f36_img_1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK__baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK_,Positive,113,8
p6e5b2f36_img_1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN,Positive,1,1
p6e5b2f36_img_1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A,Neutral,-1,10
p6e5b2f36_img_1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR,Negative,8,40
p6e5b2f36_img_1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X,Negative,47,5
p6e5b2f36_img_13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ,Neutral,-1,80
p6e5b2f36_img_16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,Negative,-1,2
p6e5b2f36_img_1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A,Positive,16,4
p6e5b2f36_img_1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX,Neutral,2,-1
p6e5b2f36_img_1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW,SlightlyPositive,-1,20
p6e5b2f36_img_1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ__baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ_,Negative,0,12
p6e5b2f36_img_1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ_baseline,6e5b2f36-c6de-479e-80a0-c9c9fac86ed6,1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ,Positive,120,-1
p4c871e7b_img_1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK_baseline,4c871e7b-92b4-489f-bf7d-bf16e025f9aa,1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK,Negative,31,-1
p4c871e7b_img_1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-_baseline,4c871e7b-92b4-489f-bf7d-bf16e025f9aa,1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,Positive,-1,6
p4c871e7b_img_1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm_baseline,4c871e7b-92b4-489f-bf7d-bf16e025f9aa,1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm,SlightlyNegative,37,29
p4c871e7b_img_183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR_baseline,4c871e7b-92b4-489f-bf7d-bf16e025f9aa,183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,Neutral,26,33
p4c871e7b_img_1k1UuU5dx3CPZHW_4sfUxolXLMyWE3yyy_baseline,4c871e7b-92b4-489f-bf7d-bf16e025f9aa,1k1UuU5dx3CPZHW_4sfUxolXLMyWE3yyy,Neutral,38,70
p4c871e7b_img_14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U_baseline,4c871e7b-92b4-489f-bf7d-bf16e025f9aa,14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U,Negative,22,78
p4c871e7b_img_1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig_baseline,4c871e7b-92b4-489f-bf7d-bf16e025f9aa,1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,Negative,6,-1
p4c871e7b_img_1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E_baseline,4c871e7b-92b4-489f-bf7d-bf16e025f9aa,1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,Neutral,7,7
p4c871e7b_img_1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb_baseline,4c871e7b-92b4-489f-bf7d-bf16e025f9aa,1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb,Negative,14,95
